Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Matches
1800,Manuel Lanzini,ar ARG,MF,West Ham United,eng Premier League,29,1993,10,252,25,7.4,2.8,2,73,1,8,13,28,0.70,2,5,-3,-1.07,-0.79,Matches
1801,Aymeric Laporte,es ESP,"DF,MF",Manchester City,eng Premier League,28,1994,12,993,83,29.0,11.0,11,89,10,1,16,15,2.33,21,10,+11,+1.00,-0.86,Matches
1802,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,28,1993,20,1654,83,48.4,18.4,19,86,17,1,24,2,1.70,29,26,+3,+0.16,+0.37,Matches
1803,Cyle Larin,ca CAN,FW,Valladolid,es La Liga,27,1995,19,1469,77,43.0,16.3,16,87,13,3,26,1,1.21,20,26,-6,-0.37,+0.74,Matches
1804,Juan Larios,es ESP,DF,Southampton,eng Premier League,18,2004,5,152,30,4.4,1.7,2,46,0,3,20,4,0.60,1,2,-1,-0.59,+0.40,Matches
1805,Yasser Larouci,dz ALG,"MF,DF",Troyes,fr Ligue 1,21,2001,30,1797,60,52.5,20.0,21,76,9,9,21,6,0.60,21,45,-24,-1.20,-0.54,Matches
1806,Jordan Larsson,se SWE,MF,Schalke 04,de Bundesliga,25,1997,11,463,42,15.1,5.1,5,60,0,6,27,4,0.55,4,11,-7,-1.36,-0.36,Matches
1807,Kevin Lasagna,it ITA,"FW,MF",Hellas Verona,it Serie A,29,1992,26,1572,60,46.0,17.5,17,76,7,9,31,0,0.81,13,26,-13,-0.74,-0.01,Matches
1808,Jamaal Lascelles,eng ENG,DF,Newcastle United,eng Premier League,28,1993,7,218,31,6.4,2.4,2,90,2,5,8,21,1.89,2,5,-3,-1.24,-2.31,Matches
1809,Juanmi Latasa,es ESP,FW,Getafe,es La Liga,21,2001,18,448,25,13.1,5.0,2,89,1,16,17,17,0.89,5,1,+4,+0.80,+1.26,Matches
1810,Toni Lato,es ESP,"DF,MF",Valencia,es La Liga,24,1997,24,914,38,26.7,10.2,9,70,0,15,19,9,1.29,12,11,+1,+0.10,+0.24,Matches
1811,Danny Latza,de GER,MF,Schalke 04,de Bundesliga,32,1989,20,853,43,27.9,9.5,8,81,5,12,17,7,0.80,12,28,-16,-1.69,-0.87,Matches
1812,Armand Lauriente,fr FRA,"MF,FW",Lorient,fr Ligue 1,23,1998,3,266,89,7.8,3.0,3,89,0,0,,0,2.33,5,3,+2,+0.68,+0.76,Matches
1813,Armand Lauriente,fr FRA,"FW,MF",Sassuolo,it Serie A,23,1998,28,2175,78,63.6,24.2,27,80,9,1,25,0,1.29,33,33,0,0.00,+1.01,Matches
1814,Lucas Laux,de GER,MF,Mainz 05,de Bundesliga,19,2002,0,,,,,0,,0,0,,3,,,,,,,Matches
1815,Lucas Lavallée,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,19,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
1816,Roméo Lavia,be BEL,MF,Southampton,eng Premier League,18,2004,29,2221,77,64.9,24.7,26,82,14,3,30,0,0.69,28,50,-22,-0.89,+0.23,Matches
1817,Lázaro,br BRA,"FW,MF",Almería,es La Liga,20,2002,19,716,38,20.9,8.0,7,70,2,12,19,16,0.53,13,13,0,0.00,+0.53,Matches
1818,Valentino Lazaro,at AUT,MF,Torino,it Serie A,26,1996,23,1373,60,40.1,15.3,15,80,6,8,22,3,1.17,17,17,0,0.00,-0.04,Matches
1819,Marko Lazetić,rs SRB,FW,Milan,it Serie A,18,2004,1,9,9,0.3,0.1,0,,0,1,9,4,1.00,0,0,0,0.00,-0.55,Matches
1820,Darko Lazović,rs SRB,MF,Hellas Verona,it Serie A,31,1990,30,2242,75,65.6,24.9,27,79,12,3,36,0,0.94,23,36,-13,-0.52,+0.62,Matches
1821,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,28,1993,28,1879,67,54.9,20.9,22,80,10,6,21,7,1.75,31,16,+15,+0.72,-0.16,Matches
1822,Théo Le Bris,fr FRA,"MF,DF",Lorient,fr Ligue 1,19,2002,27,1452,54,42.5,16.1,15,78,7,12,23,1,1.59,22,23,-1,-0.06,-0.06,Matches
1823,Julien Le Cardinal,fr FRA,"MF,DF",Lens,fr Ligue 1,24,1997,8,165,21,4.8,1.8,2,69,0,6,5,12,1.88,2,2,0,0.00,-1.08,Matches
1824,Jérémy Le Douaron,fr FRA,"MF,FW",Brest,fr Ligue 1,24,1998,32,2071,65,60.6,23.0,24,77,7,8,29,0,1.31,26,29,-3,-0.13,+0.34,Matches
1825,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,22,2000,35,3028,87,88.5,33.6,35,87,22,0,,0,1.54,49,47,+2,+0.06,+0.75,Matches
1826,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,32,1989,37,3330,90,97.4,37.0,37,90,37,0,,1,1.49,52,52,0,0.00,+1.00,Matches
1827,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,32,1989,26,2015,78,58.9,22.4,23,84,18,3,28,1,1.19,27,31,-4,-0.18,+0.08,Matches
1828,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,25,1996,33,2796,85,81.8,31.1,31,89,30,2,13,1,1.79,37,25,+12,+0.39,-0.19,Matches
1829,Rafael Leão,pt POR,MF,Milan,it Serie A,23,1999,35,2421,69,70.8,26.9,28,79,13,7,31,0,2.00,53,31,+22,+0.82,+0.91,Matches
1830,Paolo Lebas,fr FRA,MF,Ajaccio,fr Ligue 1,19,2003,1,55,55,1.6,0.6,0,,0,1,55,7,0.00,0,1,-1,-1.64,-0.30,Matches
1831,Victor Lebas,pt POR,DF,Ajaccio,fr Ligue 1,17,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
1832,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,36,1985,1,90,90,2.6,1.0,1,90,1,0,,36,3.00,3,1,+2,+2.00,+1.00,Matches
1833,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31,1991,19,1710,90,50.0,19.0,19,90,19,0,,0,1.74,37,22,+15,+0.79,+1.42,Matches
1834,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31,1991,10,899,90,26.3,10.0,10,90,9,0,,4,0.80,10,14,-4,-0.40,+0.06,Matches
1835,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29,1993,34,3060,90,89.5,34.0,34,90,34,0,,0,1.12,27,48,-21,-0.62,-0.12,Matches
1836,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29,1993,32,2767,86,80.9,30.7,32,86,26,0,,0,1.22,39,41,-2,-0.07,+1.04,Matches
1837,Sekou Lega,fr FRA,FW,Lyon,fr Ligue 1,19,2003,0,,,,,0,,0,0,,7,,,,,,,Matches
1838,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,23,1999,28,2254,81,73.7,25.0,26,86,24,2,16,2,1.93,40,28,+12,+0.48,+0.37,Matches
1839,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24,1998,9,663,74,21.7,7.4,7,89,6,2,22,10,1.56,9,13,-4,-0.54,-0.66,Matches
1840,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31,1991,31,2565,83,75.0,28.5,31,83,26,0,,4,1.26,32,37,-5,-0.18,+0.14,Matches
1841,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29,1993,20,1321,66,38.6,14.7,14,82,8,6,29,11,1.35,26,15,+11,+0.75,+1.05,Matches
1842,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,26,1995,27,1252,46,36.6,13.9,17,60,0,10,24,2,2.00,27,11,+16,+1.15,+0.28,Matches
1843,Félix Lemaréchal,fr FRA,MF,Brest,fr Ligue 1,18,2003,13,288,22,8.4,3.2,2,64,0,11,15,3,1.38,3,5,-2,-0.62,-0.40,Matches
1844,Félix Lemaréchal,fr FRA,MF,Monaco,fr Ligue 1,18,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
1845,Dexter Lembikisa,jm JAM,"DF,MF",Wolves,eng Premier League,18,2003,1,23,23,0.7,0.3,0,,0,1,23,1,0.00,0,1,-1,-3.91,-3.22,Matches
1846,Mario Lemina,ga GAB,MF,Nice,fr Ligue 1,28,1993,14,838,60,24.5,9.3,11,69,2,3,26,0,1.29,15,9,+6,+0.64,+0.47,Matches
1847,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,28,1993,19,1299,68,38.0,14.4,17,74,8,2,18,0,1.42,14,28,-14,-0.97,-0.42,Matches
1848,Mats Lemmens,be BEL,DF,Lecce,it Serie A,20,2002,0,,,,,0,,0,0,,20,,,,,,,Matches
1849,Tim Lemperle,de GER,FW,Köln,de Bundesliga,20,2002,12,132,11,4.3,1.5,0,,0,12,11,6,1.58,2,2,0,0.00,+0.15,Matches
1850,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,19,2003,0,,,,,0,,0,0,,4,,,,,,,Matches
1851,Clément Lenglet,fr FRA,DF,Tottenham Hotspur,eng Premier League,27,1995,26,2019,78,59.0,22.4,24,83,14,2,9,11,1.54,45,35,+10,+0.45,+0.64,Matches
1852,Bernd Leno,de GER,GK,Fulham,eng Premier League,30,1992,36,3240,90,94.7,36.0,36,90,36,0,,2,1.39,53,51,+2,+0.06,+0.06,Matches
1853,Christopher Lenz,de GER,"MF,DF",Eintracht Frankfurt,de Bundesliga,27,1994,24,1290,54,42.2,14.3,13,81,8,11,21,3,1.58,27,21,+6,+0.42,+0.42,Matches
1854,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,29,1992,2,180,90,5.3,2.0,2,90,2,0,,34,2.00,3,2,+1,+0.50,+1.31,Matches
1855,Sergio León,es ESP,FW,Valladolid,es La Liga,33,1989,29,1334,46,39.0,14.8,14,71,3,15,23,7,1.07,14,28,-14,-0.94,-0.25,Matches
1856,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,19,2002,31,1933,62,56.5,21.5,21,80,11,10,25,6,1.71,31,25,+6,+0.28,-0.45,Matches
1857,Mehdi Léris,dz ALG,MF,Sampdoria,it Serie A,24,1998,32,2460,77,71.9,27.3,29,81,20,3,34,1,0.53,20,49,-29,-1.06,+0.63,Matches
1858,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,27,1994,37,3252,88,95.1,36.1,37,88,33,0,,0,1.05,34,67,-33,-0.91,-0.38,Matches
1859,Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33,1989,32,2798,87,81.8,31.1,32,87,31,0,,3,0.69,19,60,-41,-1.32,+0.13,Matches
1860,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,22,2000,27,1192,44,34.9,13.2,14,69,2,13,18,6,1.30,20,19,+1,+0.08,-0.01,Matches
1861,Alexandre Letellier,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,31,1990,1,11,11,0.3,0.1,0,,0,1,11,15,0.00,0,0,0,0.00,-1.29,Matches
1862,Maxime Leverbe,fr FRA,DF,Sampdoria,it Serie A,25,1997,0,,,,,0,,0,0,,3,,,,,,,Matches
1863,Ruan Levine,br BRA,FW,Ajaccio,fr Ligue 1,23,1999,3,24,8,0.7,0.3,0,,0,3,8,6,0.00,0,1,-1,-3.75,-2.42,Matches
1864,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,33,1988,34,2847,84,83.2,31.6,33,85,27,1,34,0,2.24,62,20,+42,+1.33,+0.07,Matches
1865,Jamie Leweling,de GER,"FW,MF",Union Berlin,de Bundesliga,21,2001,16,265,17,8.7,2.9,0,,0,16,17,14,1.94,7,5,+2,+0.68,+0.33,Matches
1866,Jamal Lewis,nir NIR,"DF,MF",Newcastle United,eng Premier League,24,1998,2,11,6,0.3,0.1,0,,0,2,6,20,2.00,0,1,-1,-8.18,-9.13,Matches
1867,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,17,2004,14,903,65,26.4,10.0,10,82,6,4,21,23,2.29,18,8,+10,+1.00,-0.83,Matches
1868,Keane Lewis-Potter,eng ENG,FW,Brentford,eng Premier League,21,2001,10,321,32,9.4,3.6,3,61,0,7,20,9,1.50,10,4,+6,+1.68,+1.51,Matches
1869,Dimitri Liénard,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,34,1988,28,1543,55,45.1,17.1,18,75,8,10,19,3,1.21,17,24,-7,-0.41,-0.36,Matches
1870,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26,1996,29,2498,86,81.6,27.8,27,89,25,2,45,0,1.86,45,30,+15,+0.54,+1.82,Matches
1871,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,22,1999,31,2403,78,78.5,26.7,27,86,22,4,19,1,2.00,67,27,+40,+1.50,-0.42,Matches
1872,Isaac Lihadji,fr FRA,FW,Lille,fr Ligue 1,20,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
1873,Dimitris Limnios,gr GRE,"FW,MF",Köln,de Bundesliga,24,1998,2,39,20,1.3,0.4,0,,0,2,20,6,0.50,0,1,-1,-2.31,-2.19,Matches
1874,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,28,1994,20,1365,68,39.9,15.2,14,90,13,6,18,10,1.95,29,16,+13,+0.86,+0.77,Matches
1875,Jesper Lindstrøm,dk DEN,MF,Eintracht Frankfurt,de Bundesliga,22,2000,27,1679,62,54.9,18.7,22,72,2,5,20,0,1.63,34,27,+7,+0.38,+0.44,Matches
1876,Karol Linetty,pl POL,MF,Torino,it Serie A,27,1995,32,1886,59,55.1,21.0,22,76,10,10,21,5,1.41,22,26,-4,-0.19,-0.48,Matches
1877,Jesse Lingard,eng ENG,"MF,FW",Nottingham Forest,eng Premier League,29,1992,17,923,54,27.0,10.3,12,70,2,5,16,12,0.71,8,17,-9,-0.88,-0.12,Matches
1878,Samuel Lino,br BRA,"FW,MF",Valencia,es La Liga,22,1999,38,2887,76,84.4,32.1,33,82,17,5,37,0,1.11,38,38,0,0.00,+0.51,Matches
1879,Raphaël Lipinski,fr FRA,DF,Auxerre,fr Ligue 1,20,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
1880,Pol Lirola,es ESP,"DF,MF",Marseille,fr Ligue 1,24,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
1881,Pol Lirola,es ESP,DF,Elche,es La Liga,24,1997,12,628,52,18.4,7.0,7,73,3,5,23,19,0.25,5,17,-12,-1.72,-0.91,Matches
1882,Mateusz Lis,pl POL,GK,Troyes,fr Ligue 1,25,1997,9,751,83,22.0,8.3,8,90,8,1,31,21,0.78,10,16,-6,-0.72,+0.29,Matches
1883,Marcin Listkowski,pl POL,"FW,MF",Lecce,it Serie A,24,1998,5,77,15,2.3,0.9,0,,0,5,15,13,0.40,0,1,-1,-1.17,-0.85,Matches
1884,Valentino Livramento,eng ENG,"DF,MF",Southampton,eng Premier League,19,2002,2,28,14,0.8,0.3,0,,0,2,14,0,0.50,0,0,0,0.00,+0.98,Matches
1885,Dejan Ljubicic,at AUT,MF,Köln,de Bundesliga,24,1997,27,1710,63,55.9,19.0,20,73,4,7,37,0,1.30,27,27,0,0.00,+0.33,Matches
1886,Javier Llabrés,es ESP,MF,Mallorca,es La Liga,19,2002,1,17,17,0.5,0.2,0,,0,1,17,7,3.00,0,0,0,0.00,+0.16,Matches
1887,Miguel Llabrés,es ESP,MF,Mallorca,es La Liga,22,2000,0,,,,,0,,0,0,,8,,,,,,,Matches
1888,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,28,1993,8,649,81,19.0,7.2,7,90,7,1,19,11,1.00,11,12,-1,-0.14,+0.80,Matches
1889,Diego Llorente,es ESP,DF,Roma,it Serie A,28,1993,9,573,64,16.8,6.4,5,90,5,4,31,6,1.78,12,7,+5,+0.79,+0.56,Matches
1890,Marcos Llorente,es ESP,MF,Atlético Madrid,es La Liga,27,1995,22,1703,77,49.8,18.9,21,80,11,1,30,2,2.00,28,11,+17,+0.90,-0.15,Matches
1891,Hugo Lloris,fr FRA,GK,Tottenham Hotspur,eng Premier League,35,1986,25,2205,88,64.5,24.5,25,88,24,0,,1,1.68,44,39,+5,+0.20,+0.06,Matches
1892,Giovani Lo Celso,ar ARG,"MF,FW",Villarreal,es La Liga,26,1996,22,1126,51,32.9,12.5,14,69,2,8,21,1,1.73,20,12,+8,+0.64,+0.21,Matches
1893,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,27,1994,38,3101,82,90.7,34.5,34,87,20,4,38,0,2.37,74,27,+47,+1.36,+0.80,Matches
1894,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,24,1998,32,2446,76,71.5,27.2,29,81,16,3,31,2,1.94,40,19,+21,+0.77,+0.59,Matches
1895,Luka Lochoshvili,ge GEO,DF,Cremonese,it Serie A,24,1998,25,1839,74,53.8,20.4,22,79,9,3,31,7,0.72,21,33,-12,-0.59,+0.61,Matches
1896,Bradley Locko,fr FRA,"MF,DF",Reims,fr Ligue 1,20,2002,15,1059,71,31.0,11.8,13,81,10,2,6,1,1.00,15,18,-3,-0.25,-0.37,Matches
1897,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,20,2002,7,270,39,7.9,3.0,2,86,0,5,20,10,1.00,2,3,-1,-0.33,-0.08,Matches
1898,Renan Lodi,br BRA,"DF,MF",Atlético Madrid,es La Liga,24,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
1899,Renan Lodi,br BRA,"DF,MF",Nottingham Forest,eng Premier League,24,1998,28,2214,79,64.7,24.6,26,83,16,2,25,2,1.11,29,48,-19,-0.77,+0.05,Matches
1900,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,eng Premier League,26,1996,25,1536,61,44.9,17.1,19,73,6,6,26,6,1.36,22,23,-1,-0.06,+0.32,Matches
1901,Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,29,1993,0,,,,,0,,0,0,,14,,,,,,,Matches
1902,Andy Lonergan,ie IRL,GK,Everton,eng Premier League,38,1983,0,,,,,0,,0,0,,4,,,,,,,Matches
1903,Sean Longstaff,eng ENG,MF,Newcastle United,eng Premier League,24,1997,33,2518,76,73.6,28.0,28,87,24,5,18,0,1.91,48,18,+30,+1.07,+0.57,Matches
1904,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,24,1997,31,1729,56,50.6,19.2,20,73,3,11,25,1,1.65,38,23,+15,+0.78,+0.62,Matches
1905,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,31,1990,32,2816,88,82.3,31.3,32,88,31,0,,0,1.63,54,39,+15,+0.48,+0.03,Matches
1906,Rony Lopes,pt POR,"MF,FW",Troyes,fr Ligue 1,26,1995,32,2346,73,68.6,26.1,29,79,13,3,23,1,0.69,28,52,-24,-0.92,+0.08,Matches
1907,Alberto López,es ESP,GK,Sevilla,es La Liga,18,2003,0,,,,,0,,0,0,,24,,,,,,,Matches
1908,David López,es ESP,"DF,MF",Girona,es La Liga,32,1989,20,1652,83,48.3,18.4,19,85,14,1,45,7,1.15,25,24,+1,+0.05,-0.05,Matches
1909,Diego López,es ESP,MF,Valencia,es La Liga,20,2002,10,447,45,13.1,5.0,5,68,0,5,22,0,1.50,6,6,0,0.00,+0.09,Matches
1910,Diego López,es ESP,GK,Rayo Vallecano,es La Liga,40,1981,2,96,48,2.8,1.1,1,90,1,1,6,30,0.00,1,4,-3,-2.81,-2.68,Matches
1911,Francisco Lopez,es ESP,FW,Celta Vigo,es La Liga,20,2002,0,,,,,0,,0,0,,5,,,,,,,Matches
1912,Jesús López,es ESP,GK,Elche,es La Liga,19,2002,0,,,,,0,,0,0,,17,,,,,,,Matches
1913,Luis López,es ESP,GK,Real Madrid,es La Liga,21,2001,0,,,,,0,,0,0,,35,,,,,,,Matches
1914,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,24,1997,30,2296,77,67.1,25.5,25,85,18,5,34,2,1.27,29,36,-7,-0.27,+0.29,Matches
1915,Pau López,es ESP,GK,Marseille,fr Ligue 1,27,1994,33,2925,89,85.5,32.5,32,90,32,1,45,2,2.03,59,34,+25,+0.77,+0.41,Matches
1916,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,26,1995,34,1254,37,36.7,13.9,12,67,1,22,20,4,1.35,14,20,-6,-0.43,-0.35,Matches
1917,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,20,2002,29,1379,48,40.3,15.3,16,70,4,13,20,3,1.34,15,16,-1,-0.07,-0.11,Matches
1918,Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,22,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
1919,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,36,1986,31,2720,88,88.9,30.2,31,88,26,0,,0,1.10,39,64,-25,-0.83,+1.03,Matches
1920,Arttu Lötjönen,fi FIN,DF,Sampdoria,it Serie A,18,2004,0,,,,,0,,0,0,,1,,,,,,,Matches
1921,Marcel Lotka,pl POL,GK,Dortmund,de Bundesliga,21,2001,0,,,,,0,,0,0,,5,,,,,,,Matches
1922,Jordan Lotomba,ch SUI,"DF,MF",Nice,fr Ligue 1,23,1998,33,2453,74,71.7,27.3,27,83,18,6,34,1,1.61,37,26,+11,+0.40,+0.40,Matches
1923,Corentin Louakima,fr FRA,DF,Roma,it Serie A,19,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
1924,Matéo Loubatieres,fr FRA,MF,Montpellier,fr Ligue 1,18,2003,0,,,,,0,,0,0,,5,,,,,,,Matches
1925,Tom Louchet,fr FRA,MF,Nice,fr Ligue 1,19,2003,0,,,,,0,,0,0,,1,,,,,,,Matches
1926,Adrien Louveau,fr FRA,MF,Lens,fr Ligue 1,22,2000,0,,,,,0,,0,0,,5,,,,,,,Matches
1927,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,22,2000,17,814,48,23.8,9.0,8,74,4,9,25,9,1.06,11,22,-11,-1.22,-1.11,Matches
1928,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,33,1989,17,1459,86,42.7,16.2,17,86,14,0,,0,1.71,27,20,+7,+0.43,-0.07,Matches
1929,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,24,1998,37,2335,63,68.3,25.9,28,75,6,9,27,0,1.22,29,34,-5,-0.19,-0.52,Matches
1930,Jamal Lowe,jm JAM,"FW,MF",Bournemouth,eng Premier League,28,1994,2,12,6,0.4,0.1,0,,0,2,6,8,0.00,0,0,0,0.00,+0.90,Matches
1931,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,29,1993,28,1443,52,42.2,16.0,14,75,5,14,28,5,1.14,14,19,-5,-0.31,+0.51,Matches
1932,Hirving Lozano,mx MEX,"FW,MF",Napoli,it Serie A,27,1995,32,1605,50,46.9,17.8,20,67,1,12,22,1,2.41,39,8,+31,+1.74,+0.85,Matches
1933,Pol Lozano,es ESP,MF,Espanyol,es La Liga,22,1999,4,17,4,0.5,0.2,0,,0,4,4,7,0.75,0,1,-1,-5.29,-4.87,Matches
1934,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,24,1998,6,291,49,8.5,3.2,3,85,2,3,12,6,0.83,4,5,-1,-0.31,-0.68,Matches
1935,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,25,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
1936,Jhon Lucumí,co COL,DF,Bologna,it Serie A,24,1998,33,2900,88,84.8,32.2,33,88,31,0,,1,1.58,51,39,+12,+0.37,+1.76,Matches
1937,José Luis Gayà,es ESP,DF,Valencia,es La Liga,27,1995,31,2709,87,79.2,30.1,31,87,25,0,,1,1.06,32,37,-5,-0.17,-0.42,Matches
1938,Mario de Luis,es ESP,GK,Real Madrid,es La Liga,20,2002,0,,,,,0,,0,0,,1,,,,,,,Matches
1939,José Luis Morales,es ESP,FW,Villarreal,es La Liga,35,1987,29,1211,42,35.4,13.5,11,74,4,18,22,1,1.52,20,11,+9,+0.67,+0.26,Matches
1940,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,32,1990,15,759,51,22.2,8.4,8,79,6,7,18,2,1.80,25,15,+10,+1.19,+0.92,Matches
1941,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,24,1998,37,2927,79,85.6,32.5,33,86,23,4,23,1,1.57,46,33,+13,+0.40,+1.86,Matches
1942,Romelu Lukaku,be BEL,FW,Inter,it Serie A,29,1993,25,1660,66,48.5,18.4,19,81,10,6,21,1,1.80,27,16,+11,+0.60,-0.32,Matches
1943,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,19,2002,34,2986,88,87.3,33.2,33,90,32,1,17,1,1.62,56,41,+15,+0.45,-0.17,Matches
1944,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,de Bundesliga,24,1997,32,2397,75,78.3,26.6,27,83,14,5,32,0,0.81,34,55,-21,-0.79,+0.03,Matches
1945,Saša Lukić,rs SRB,MF,Torino,it Serie A,25,1996,16,1195,75,34.9,13.3,13,87,12,3,23,0,1.06,13,18,-5,-0.38,-0.62,Matches
1946,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,25,1996,12,412,34,12.0,4.6,4,75,1,8,14,4,1.33,3,10,-7,-1.53,-1.80,Matches
1947,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,23,1999,7,630,90,18.4,7.0,7,90,7,0,,30,1.86,14,7,+7,+1.00,-0.03,Matches
1948,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,30,1991,1,90,90,2.9,1.0,1,90,1,0,,10,0.00,1,2,-1,-1.00,-1.27,Matches
1949,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,25,1996,36,3135,87,91.7,34.8,36,87,32,0,,0,1.08,34,44,-10,-0.29,+0.34,Matches
1950,Lyanco,br BRA,DF,Southampton,eng Premier League,25,1997,21,1180,56,34.5,13.1,11,88,9,10,22,8,0.86,14,26,-12,-0.92,+0.09,Matches
1951,Babis Lykogiannis,gr GRE,DF,Bologna,it Serie A,28,1993,21,1108,53,32.4,12.3,11,75,5,10,29,17,1.10,16,19,-3,-0.24,-0.52,Matches
1952,Josué-Emanuel M'bila,ao ANG,MF,Augsburg,de Bundesliga,22,1999,0,,,,,0,,0,0,,2,,,,,,,Matches
1953,Youssouf M'Changama,km COM,MF,Auxerre,fr Ligue 1,31,1990,26,1081,42,31.6,12.0,11,74,3,15,18,8,0.77,12,22,-10,-0.83,-0.14,Matches
1954,Awer Mabil,au AUS,MF,Cádiz,es La Liga,26,1995,5,165,33,4.8,1.8,1,61,0,4,26,8,0.00,1,6,-5,-2.73,-2.23,Matches
1955,Alexis Mac Allister,ar ARG,MF,Brighton,eng Premier League,23,1998,35,2886,82,84.4,32.1,31,89,27,4,32,0,1.60,54,45,+9,+0.28,-1.40,Matches
1956,Deiver Machado,co COL,MF,Lens,fr Ligue 1,28,1993,33,2184,66,63.9,24.3,26,77,1,7,26,2,2.15,44,23,+21,+0.87,-0.45,Matches
1957,Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,29,1993,11,599,54,17.5,6.7,7,73,2,4,22,2,1.73,5,4,+1,+0.15,+1.14,Matches
1958,James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,25,1996,30,2480,83,72.5,27.6,28,86,21,2,34,0,0.93,41,54,-13,-0.47,-0.09,Matches
1959,Noni Madueke,eng ENG,"FW,MF",Chelsea,eng Premier League,20,2002,12,643,54,18.8,7.1,7,75,0,5,24,4,0.83,6,13,-7,-0.98,-0.91,Matches
