Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Matches
877,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,25,1997,37,3330,90,97.4,37.0,37,90,37,0,,1,1.41,48,49,-1,-0.03,+2.97,Matches
878,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,28,1993,37,3257,88,95.2,36.2,36,90,35,1,29,1,2.41,75,24,+51,+1.41,+2.51,Matches
879,Ángel Di María,ar ARG,"FW,MF",Juventus,it Serie A,34,1988,26,1363,52,39.9,15.1,15,70,3,11,29,1,1.81,25,21,+4,+0.26,-0.57,Matches
880,Francesco Di Mariano,it ITA,"FW,MF",Lecce,it Serie A,26,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
881,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,25,1996,33,2518,76,73.6,28.0,27,85,16,6,37,1,1.09,40,46,-6,-0.21,+0.58,Matches
882,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,23,1999,33,2699,82,88.2,30.0,33,82,16,0,,0,1.52,49,39,+10,+0.33,+0.83,Matches
883,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,25,1996,29,2446,84,71.5,27.2,28,86,24,1,36,4,1.14,34,29,+5,+0.18,+0.92,Matches
884,Mamadou Diakhon,sn SEN,FW,Reims,fr Ligue 1,16,2005,2,21,11,0.6,0.2,0,,0,2,11,0,0.00,0,1,-1,-4.29,-4.31,Matches
885,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,21,2001,33,2653,80,77.6,29.5,29,87,25,4,31,1,1.79,48,33,+15,+0.51,-0.20,Matches
886,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,18,2003,3,131,44,3.8,1.5,1,77,0,2,27,10,0.67,0,2,-2,-1.37,-1.43,Matches
887,Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,de Bundesliga,26,1996,8,478,60,15.6,5.3,5,87,4,3,14,12,2.75,11,4,+7,+1.32,+0.76,Matches
888,Abdou Diallo,sn SEN,DF,Paris Saint-Germain,fr Ligue 1,26,1996,0,,,,,0,,0,0,,4,,,,,,,Matches
889,Baila Diallo,fr FRA,DF,Clermont Foot,fr Ligue 1,21,2001,6,89,15,2.6,1.0,0,,0,6,15,13,0.67,1,0,+1,+1.01,+1.15,Matches
890,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,27,1995,37,2879,78,84.2,32.0,32,87,25,5,21,0,1.00,43,49,-6,-0.19,+0.15,Matches
891,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,23,1999,18,819,46,23.9,9.1,11,67,4,7,12,12,0.83,5,19,-14,-1.54,-0.74,Matches
892,Ismael Diallo,ci CIV,DF,Ajaccio,fr Ligue 1,25,1997,28,2176,78,63.6,24.2,25,83,17,3,31,1,0.86,18,43,-25,-1.03,+0.85,Matches
893,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,18,2004,29,1626,56,47.5,18.1,18,76,6,11,24,6,1.14,27,27,0,0.00,+0.40,Matches
894,Mamady Diarra,ml MLI,MF,Cádiz,es La Liga,22,2000,2,66,33,1.9,0.7,1,61,0,1,5,2,0.00,0,1,-1,-1.36,-0.77,Matches
895,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,21,2000,23,1225,53,35.8,13.6,12,85,8,11,18,13,1.61,18,20,-2,-0.15,+0.02,Matches
896,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,23,1998,28,1066,38,31.2,11.8,14,62,0,14,14,9,1.46,21,22,-1,-0.08,-0.08,Matches
897,Youba Diarra,ml MLI,MF,Cádiz,es La Liga,24,1998,5,98,20,2.9,1.1,1,45,0,4,13,15,1.00,0,5,-5,-4.59,-4.10,Matches
898,Rúben Dias,pt POR,"DF,MF",Manchester City,eng Premier League,25,1997,26,1998,77,58.4,22.2,22,87,19,4,23,6,2.65,65,16,+49,+2.21,+1.45,Matches
899,Krépin Diatta,sn SEN,MF,Monaco,fr Ligue 1,23,1999,31,2072,67,60.6,23.0,22,81,8,9,32,3,1.65,44,36,+8,+0.35,+0.08,Matches
900,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,29,1993,37,3330,90,97.4,37.0,37,90,37,0,,0,1.59,44,47,-3,-0.08,+0.92,Matches
901,Brahim Díaz,ma MAR,MF,Milan,it Serie A,22,1999,33,1925,58,56.3,21.4,27,65,1,6,28,4,1.85,36,22,+14,+0.65,+0.23,Matches
902,Junior Diaz,ci CIV,DF,Nantes,fr Ligue 1,19,2003,0,,,,,0,,0,0,,9,,,,,,,Matches
903,Luis Díaz,co COL,FW,Liverpool,eng Premier League,25,1997,17,996,59,29.1,11.1,11,76,5,6,26,0,1.94,28,11,+17,+1.54,+1.13,Matches
904,Djibrail Dib,fr FRA,MF,Lyon,fr Ligue 1,20,2002,0,,,,,0,,0,0,,2,,,,,,,Matches
905,Matt Dibley-Dias,nz NZL,MF,Fulham,eng Premier League,18,2004,0,,,,,0,,0,0,,2,,,,,,,Matches
906,Thomas Didillon,fr FRA,GK,Monaco,fr Ligue 1,26,1995,0,,,,,0,,0,0,,38,,,,,,,Matches
907,Leonardo Dido,it ITA,GK,Spezia,it Serie A,18,2004,0,,,,,0,,0,0,,3,,,,,,,Matches
908,Justin Diehl,de GER,MF,Köln,de Bundesliga,17,2004,2,17,9,0.6,0.2,0,,0,2,9,2,1.50,0,0,0,0.00,+0.15,Matches
909,Bamba Dieng,sn SEN,FW,Marseille,fr Ligue 1,22,2000,10,194,19,5.7,2.2,1,78,0,9,13,1,1.90,6,3,+3,+1.39,+0.72,Matches
910,Bamba Dieng,sn SEN,"FW,MF",Lorient,fr Ligue 1,22,2000,15,747,50,21.8,8.3,9,69,0,6,21,0,1.07,7,7,0,0.00,+0.03,Matches
911,Eric Dier,eng ENG,DF,Tottenham Hotspur,eng Premier League,28,1994,33,2818,85,82.4,31.3,31,90,30,2,19,3,1.73,62,52,+10,+0.32,+0.77,Matches
912,Tim-Justin Dietrich,de GER,MF,Werder Bremen,de Bundesliga,19,2002,0,,,,,0,,0,0,,5,,,,,,,Matches
913,Florian Dietz,de GER,FW,Köln,de Bundesliga,23,1998,11,395,36,12.9,4.4,4,62,0,7,21,0,1.27,9,10,-1,-0.23,-0.09,Matches
914,Sergio Diez Roldan,es ESP,DF,Atlético Madrid,es La Liga,19,2003,0,,,,,0,,0,0,,10,,,,,,,Matches
915,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29,1993,28,1502,54,43.9,16.7,18,75,10,10,15,4,1.46,22,25,-3,-0.18,-0.56,Matches
916,Federico Dimarco,it ITA,"MF,DF",Inter,it Serie A,24,1997,33,2069,63,60.5,23.0,26,72,3,7,29,1,2.00,50,24,+26,+1.13,+0.93,Matches
917,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,28,1993,37,3324,90,97.2,36.9,37,90,36,0,,1,1.32,44,49,-5,-0.14,+2.68,Matches
918,Florian Dimmer,de GER,GK,Gladbach,de Bundesliga,17,2005,0,,,,,0,,0,0,,3,,,,,,,Matches
919,Junior Dina Ebimbe,cm CMR,MF,Eintracht Frankfurt,de Bundesliga,21,2000,19,1063,56,34.7,11.8,10,84,4,9,25,3,1.79,24,19,+5,+0.42,+0.38,Matches
920,Tristan Dingomé,cm CMR,"DF,MF",Troyes,fr Ligue 1,31,1991,8,99,12,2.9,1.1,0,,0,8,12,8,1.25,2,2,0,0.00,+0.98,Matches
921,Eren Dinkçi,de GER,MF,Werder Bremen,de Bundesliga,20,2001,17,231,14,7.5,2.6,0,,0,17,14,9,0.76,3,11,-8,-3.12,-2.96,Matches
922,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,21,2001,24,1957,82,57.2,21.7,22,87,18,2,25,6,1.67,38,29,+9,+0.41,-0.14,Matches
923,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,29,1992,11,506,46,14.8,5.6,5,74,2,6,23,0,1.09,5,12,-7,-1.25,+0.02,Matches
924,Edan Diop,fr FRA,MF,Monaco,fr Ligue 1,17,2004,7,223,32,6.5,2.5,1,45,0,6,30,7,1.00,6,5,+1,+0.40,+0.09,Matches
925,Issa Diop,ma MAR,DF,Fulham,eng Premier League,25,1997,25,2012,80,58.8,22.4,21,89,19,4,34,12,1.28,33,26,+7,+0.31,+0.63,Matches
926,Sofiane Diop,ma MAR,"MF,FW",Nice,fr Ligue 1,22,2000,22,1228,56,35.9,13.6,14,73,3,8,26,0,1.77,21,10,+11,+0.81,+0.81,Matches
927,Sofiane Diop,ma MAR,MF,Monaco,fr Ligue 1,22,2000,1,65,65,1.9,0.7,1,65,0,0,,2,3.00,2,1,+1,+1.38,+1.09,Matches
928,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,22,1999,31,2790,90,81.6,31.0,31,90,31,0,,4,1.45,35,31,+4,+0.13,+0.70,Matches
929,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,24,1998,38,3330,88,97.4,37.0,37,89,36,1,20,0,1.71,67,56,+11,+0.30,-0.70,Matches
930,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,18,2003,0,,,,,0,,0,0,,5,,,,,,,Matches
931,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,22,2000,25,2017,81,59.0,22.4,24,83,18,1,20,0,1.68,41,24,+17,+0.76,+0.50,Matches
932,Djené,tg TOG,DF,Getafe,es La Liga,30,1991,33,2840,86,83.0,31.6,33,86,29,0,,0,1.03,27,39,-12,-0.38,-0.54,Matches
933,Moussa Djenepo,ml MLI,"DF,MF",Southampton,eng Premier League,24,1998,16,710,44,20.8,7.9,7,77,2,9,19,10,0.63,7,14,-7,-0.89,+0.11,Matches
934,Koffi Djidji,ci CIV,DF,Torino,it Serie A,29,1992,34,2424,71,70.9,26.9,26,87,19,8,21,3,1.35,27,30,-3,-0.11,-0.47,Matches
935,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,27,1994,31,2677,86,78.3,29.7,31,86,27,0,,2,1.13,40,44,-4,-0.13,+0.35,Matches
936,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,29,1993,24,1797,75,52.5,20.0,20,85,16,4,23,5,1.42,27,23,+4,+0.20,-0.58,Matches
937,Moussa Djitte,sn SEN,FW,Ajaccio,fr Ligue 1,22,1999,6,136,23,4.0,1.5,1,53,0,5,17,1,0.50,0,3,-3,-1.99,-0.67,Matches
938,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,24,1998,1,90,90,2.6,1.0,1,90,1,0,,30,0.00,1,2,-1,-1.00,-0.92,Matches
939,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,30,1992,15,1269,85,37.1,14.1,13,90,13,2,50,21,1.73,20,13,+7,+0.50,+1.08,Matches
940,Alan Do Marcolino,ga GAB,FW,Rennes,fr Ligue 1,20,2002,3,19,6,0.6,0.2,0,,0,3,6,1,2.33,0,0,0,0.00,-0.79,Matches
941,Ritsu Doan,jp JPN,"MF,FW",Freiburg,de Bundesliga,24,1998,33,2424,73,79.2,26.9,30,77,5,3,34,0,1.79,45,34,+11,+0.41,+0.97,Matches
942,Dodô,br BRA,DF,Fiorentina,it Serie A,23,1998,33,2331,71,68.2,25.9,28,78,16,5,30,2,1.58,38,28,+10,+0.39,+0.39,Matches
943,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,24,1998,25,2216,89,72.4,24.6,25,89,23,0,,4,1.84,37,26,+11,+0.45,+0.23,Matches
944,Matt Doherty,ie IRL,MF,Tottenham Hotspur,eng Premier League,30,1992,12,667,56,19.5,7.4,7,82,2,5,18,9,1.33,12,9,+3,+0.40,+0.27,Matches
945,Matt Doherty,ie IRL,"DF,MF",Atlético Madrid,es La Liga,30,1992,2,18,9,0.5,0.2,0,,0,2,9,17,3.00,1,0,+1,+5.00,+4.05,Matches
946,Josh Doig,sct SCO,MF,Hellas Verona,it Serie A,20,2002,22,1354,62,39.6,15.0,15,77,7,7,28,8,0.86,13,22,-9,-0.60,+0.23,Matches
947,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,20,2002,29,1291,45,37.7,14.3,13,72,3,16,22,1,1.62,24,13,+11,+0.77,-0.04,Matches
948,Kasper Dolberg,dk DEN,FW,Hoffenheim,de Bundesliga,24,1997,13,402,31,13.1,4.5,4,60,1,9,18,2,0.38,6,14,-8,-1.79,-1.76,Matches
949,Kasper Dolberg,dk DEN,FW,Sevilla,es La Liga,24,1997,4,197,49,5.8,2.2,2,75,1,2,24,7,0.50,2,2,0,0.00,+0.20,Matches
950,Jaume Doménech,es ESP,GK,Valencia,es La Liga,31,1990,0,,,,,0,,0,0,,12,,,,,,,Matches
951,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,21,2001,3,108,36,3.2,1.2,1,90,1,2,9,35,3.00,2,1,+1,+0.83,+1.13,Matches
952,Javier Dominguez,es ESP,DF,Celta Vigo,es La Liga,21,2001,0,,,,,0,,0,0,,4,,,,,,,Matches
953,Mario Dominguez,es ESP,MF,Valencia,es La Liga,18,2004,0,,,,,0,,0,0,,3,,,,,,,Matches
954,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,24,1998,31,2300,74,67.3,25.6,26,82,13,5,34,1,1.39,34,31,+3,+0.12,+0.04,Matches
955,John Donald,es ESP,"MF,DF",Elche,es La Liga,21,2000,14,1092,78,31.9,12.1,13,81,10,1,45,10,0.86,11,14,-3,-0.25,+1.07,Matches
956,Giulio Donati,it ITA,"DF,MF",Monza,it Serie A,32,1990,8,422,53,12.3,4.7,4,73,2,4,32,16,1.00,3,7,-4,-0.85,-0.85,Matches
957,Kyliane Dong,fr FRA,"MF,FW",Troyes,fr Ligue 1,17,2004,6,213,36,6.2,2.4,2,73,0,4,17,2,0.17,2,4,-2,-0.85,+0.11,Matches
958,Jordan Dongmo,cm CMR,MF,Troyes,fr Ligue 1,21,2001,2,20,10,0.6,0.2,0,,0,2,10,7,0.50,0,1,-1,-4.50,-3.57,Matches
959,Gianluigi Donnarumma,it ITA,GK,Paris Saint-Germain,fr Ligue 1,23,1999,38,3409,90,99.7,37.9,38,90,37,0,,0,2.24,89,40,+49,+1.29,+1.29,Matches
960,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,24,1998,11,483,44,15.8,5.4,5,75,3,6,18,1,1.18,5,11,-6,-1.12,-0.59,Matches
961,Jodel Dossou,bj BEN,MF,Clermont Foot,fr Ligue 1,30,1992,9,258,29,7.5,2.9,2,77,0,7,15,8,1.00,5,3,+2,+0.70,+0.87,Matches
962,Carlos Dotor,es ESP,MF,Real Madrid,es La Liga,21,2001,0,,,,,0,,0,0,,1,,,,,,,Matches
963,Lohann Doucet,bf BFA,MF,Nantes,fr Ligue 1,19,2002,9,91,10,2.7,1.0,0,,0,9,10,12,0.89,2,0,+2,+1.98,+2.52,Matches
964,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,29,1993,25,1533,61,44.8,17.0,17,84,14,8,13,4,1.20,18,26,-8,-0.47,+0.25,Matches
965,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,22,2000,34,2769,81,81.0,30.8,34,81,16,0,,1,1.24,36,41,-5,-0.16,+0.39,Matches
966,Siriné Doucouré,ml MLI,FW,Lorient,fr Ligue 1,20,2002,12,136,11,4.0,1.5,0,,0,12,11,16,1.25,4,1,+3,+1.99,+2.09,Matches
967,Désiré Doué,fr FRA,"MF,FW",Rennes,fr Ligue 1,17,2005,26,1115,43,32.6,12.4,11,68,0,15,25,3,1.73,21,14,+7,+0.57,-0.33,Matches
968,Guela Doué,ci CIV,DF,Rennes,fr Ligue 1,19,2002,2,12,6,0.4,0.1,0,,0,2,6,15,1.50,0,0,0,0.00,-0.79,Matches
969,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,19,2003,28,2297,82,67.2,25.5,25,87,20,3,40,9,1.11,33,34,-1,-0.04,+0.52,Matches
970,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,19,2003,26,1155,44,33.8,12.8,13,66,0,13,23,9,1.35,16,12,+4,+0.31,+0.47,Matches
971,Souleyman Doumbia,ci CIV,"DF,MF",Angers,fr Ligue 1,25,1996,24,1790,75,52.3,19.9,21,82,15,3,25,0,0.38,14,42,-28,-1.41,-0.30,Matches
972,Flynn Downes,eng ENG,MF,West Ham United,eng Premier League,23,1999,21,762,36,22.3,8.5,7,82,2,14,14,16,1.19,2,15,-13,-1.54,-1.54,Matches
973,Damion Downs,us USA,FW,Köln,de Bundesliga,18,2004,0,,,,,0,,0,0,,2,,,,,,,Matches
974,Kami Doyle,eng ENG,MF,Southampton,eng Premier League,16,2005,1,7,7,0.2,0.1,0,,0,1,7,1,0.00,0,0,0,0.00,+0.98,Matches
975,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,24,1997,34,2946,87,86.1,32.7,34,87,32,0,,3,0.80,24,54,-30,-0.92,-0.73,Matches
976,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,20,2001,1,69,69,2.0,0.8,1,69,0,0,,5,0.00,1,3,-2,-2.61,-1.86,Matches
977,Dion Drena Beljo,hr CRO,FW,Augsburg,de Bundesliga,20,2002,18,1128,63,36.9,12.5,16,69,2,2,16,1,1.06,19,27,-8,-0.64,-0.03,Matches
978,Dominick Drexler,de GER,MF,Schalke 04,de Bundesliga,32,1990,27,1366,51,44.6,15.2,16,68,3,11,25,0,0.89,18,33,-15,-0.99,+0.13,Matches
979,Domingos Duarte,pt POR,DF,Getafe,es La Liga,27,1995,31,2657,86,77.7,29.5,30,88,28,1,13,5,0.94,26,40,-14,-0.47,-0.83,Matches
980,Martin Dúbravka,sk SVK,GK,Manchester Utd,eng Premier League,33,1989,0,,,,,0,,0,0,,4,,,,,,,Matches
981,Martin Dúbravka,sk SVK,GK,Newcastle United,eng Premier League,33,1989,2,157,79,4.6,1.7,1,90,1,1,67,22,0.50,1,1,0,0.00,-0.97,Matches
982,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,28,1994,34,2852,84,93.2,31.7,34,84,19,0,,0,1.06,41,57,-16,-0.50,-1.80,Matches
983,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,27,1994,15,1061,71,31.0,11.8,11,83,7,4,38,1,1.13,8,15,-7,-0.59,+0.21,Matches
984,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,27,1994,13,689,53,22.5,7.7,9,62,0,4,33,2,1.08,11,15,-4,-0.52,-0.48,Matches
985,Shane Duffy,ie IRL,"DF,MF",Fulham,eng Premier League,30,1992,5,20,4,0.6,0.2,0,,0,5,4,25,2.00,0,4,-4,-18.00,-18.16,Matches
986,Rémy Dugimont,fr FRA,"FW,MF",Auxerre,fr Ligue 1,36,1986,11,113,10,3.3,1.3,0,,0,11,10,11,0.82,5,2,+3,+2.39,+3.23,Matches
987,Denzel Dumfries,nl NED,MF,Inter,it Serie A,26,1996,34,2218,65,64.9,24.6,25,80,11,9,23,4,1.85,54,26,+28,+1.14,+1.06,Matches
988,Paul Dummett,wls WAL,DF,Newcastle United,eng Premier League,30,1991,0,,,,,0,,0,0,,16,,,,,,,Matches
989,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,29,1993,25,1103,44,32.3,12.3,13,66,2,12,20,8,1.56,17,10,+7,+0.57,+0.45,Matches
990,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,30,1991,36,3239,90,94.7,36.0,36,90,35,0,,2,1.69,70,50,+20,+0.56,+1.05,Matches
991,Florent Duparchy,fr FRA,GK,Reims,fr Ligue 1,22,2000,0,,,,,0,,0,0,,3,,,,,,,Matches
992,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,29,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.26,51,57,-6,-0.16,,Matches
993,Jáder Durán,co COL,FW,Aston Villa,eng Premier League,18,2003,12,136,11,4.0,1.5,0,,0,12,11,5,1.42,3,4,-1,-0.66,-0.83,Matches
994,Pablo Durán,es ESP,FW,Celta Vigo,es La Liga,21,2001,4,36,9,1.1,0.4,0,,0,4,9,6,0.50,0,1,-1,-2.50,-2.26,Matches
995,Julien Duranville,be BEL,FW,Dortmund,de Bundesliga,16,2006,1,29,29,0.9,0.3,0,,0,1,29,1,1.00,2,0,+2,+6.21,+5.11,Matches
996,Hugo Duro,es ESP,FW,Valencia,es La Liga,22,1999,30,1385,46,40.5,15.4,12,75,6,18,27,5,1.13,16,20,-4,-0.26,-0.30,Matches
997,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,25,1997,34,2515,74,73.5,27.9,27,88,22,7,20,4,1.24,34,38,-4,-0.14,+0.45,Matches
998,Paulo Dybala,ar ARG,"MF,FW",Roma,it Serie A,28,1993,25,1739,70,50.8,19.3,21,77,7,4,28,1,1.81,35,21,+14,+0.72,+0.83,Matches
999,Edin Džeko,ba BIH,FW,Inter,it Serie A,36,1986,33,1732,52,50.6,19.2,18,79,9,15,21,5,1.82,44,20,+24,+1.25,+0.98,Matches
1000,Malcolm Ebiowei,eng ENG,MF,Crystal Palace,eng Premier League,18,2003,3,34,11,1.0,0.4,0,,0,3,11,14,0.00,0,1,-1,-2.65,-2.43,Matches
1001,Festy Ebosele,ie IRL,MF,Udinese,it Serie A,19,2002,17,411,24,12.0,4.6,4,65,0,13,12,18,1.06,3,5,-2,-0.44,-0.47,Matches
1002,Enzo Ebosse,cm CMR,"DF,MF",Udinese,it Serie A,23,1999,20,930,47,27.2,10.3,9,77,7,11,22,4,1.15,15,14,+1,+0.10,+0.17,Matches
1003,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,26,1995,26,1923,74,56.2,21.4,22,84,14,4,20,7,1.42,24,24,0,0.00,+0.72,Matches
1004,Simone Edera,it ITA,MF,Torino,it Serie A,25,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
1005,Éderson,br BRA,MF,Atalanta,it Serie A,23,1999,35,2215,63,64.8,24.6,25,77,10,10,30,1,1.63,37,31,+6,+0.24,-0.65,Matches
1006,Ederson,br BRA,GK,Manchester City,eng Premier League,28,1993,35,3150,90,92.1,35.0,35,90,35,0,,3,2.34,89,32,+57,+1.63,+0.30,Matches
1007,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,24,1998,35,1803,52,52.7,20.0,20,75,2,15,20,2,1.20,23,25,-2,-0.10,+0.29,Matches
1008,Samuel Edozie,eng ENG,"MF,FW",Southampton,eng Premier League,19,2003,17,567,33,16.6,6.3,5,69,0,12,19,2,0.29,5,9,-4,-0.63,+0.41,Matches
1009,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,25,1996,31,2451,79,80.1,27.2,27,87,17,4,25,1,1.71,36,34,+2,+0.07,-0.67,Matches
1010,Lilian Egloff,de GER,"MF,FW",Stuttgart,de Bundesliga,19,2002,10,241,24,7.9,2.7,2,63,0,8,15,16,0.90,6,6,0,0.00,+0.38,Matches
1011,Íñigo Eguaras,es ESP,MF,Almería,es La Liga,30,1992,25,967,39,28.3,10.7,10,73,4,15,16,11,1.40,11,19,-8,-0.74,-0.45,Matches
1012,Kingsley Ehizibue,nl NED,MF,Udinese,it Serie A,27,1995,27,1535,57,44.9,17.1,16,83,7,11,19,2,1.30,24,24,0,0.00,+0.05,Matches
1013,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27,1995,1,61,61,2.0,0.7,1,61,0,0,,1,1.00,1,2,-1,-1.48,-1.36,Matches
1014,Julian Eitschberger,de GER,"DF,MF",Hertha BSC,de Bundesliga,18,2004,1,1,1,0.0,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,+0.79,Matches
1015,Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,de Bundesliga,24,1998,20,890,45,29.1,9.9,9,69,1,11,24,0,0.90,9,12,-3,-0.30,+0.69,Matches
1016,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33,1989,31,1734,56,50.7,19.3,18,79,8,13,24,1,0.97,14,29,-15,-0.78,+0.08,Matches
1017,Hugo Ekitike,fr FRA,FW,Paris Saint-Germain,fr Ligue 1,20,2002,25,1155,46,33.8,12.8,12,71,0,13,24,12,2.16,31,18,+13,+1.01,-0.42,Matches
1018,Emmanuel Ekong,se SWE,FW,Empoli,it Serie A,20,2002,2,20,10,0.6,0.2,0,,0,2,10,17,0.50,1,1,0,0.00,+0.32,Matches
1019,Anthony Elanga,se SWE,MF,Manchester Utd,eng Premier League,20,2002,16,426,27,12.5,4.7,5,59,0,11,12,11,2.13,8,2,+6,+1.27,+1.00,Matches
1020,Alberth Elis,hn HON,MF,Brest,fr Ligue 1,26,1996,10,257,26,7.5,2.9,2,62,0,8,17,6,1.30,1,6,-5,-1.75,-1.61,Matches
1021,Mikael Ellertsson,is ISL,MF,Spezia,it Serie A,20,2002,11,171,16,5.0,1.9,1,64,0,10,11,6,1.00,0,6,-6,-3.16,-2.47,Matches
1022,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,19,2003,32,1613,50,47.2,17.9,18,72,4,14,22,5,1.66,37,20,+17,+0.95,+0.40,Matches
1023,Elif Elmas,mk MKD,"MF,FW",Napoli,it Serie A,22,1999,36,1627,45,47.6,18.1,14,79,4,22,24,1,2.39,35,10,+25,+1.38,+0.18,Matches
1024,Bartuğ Elmaz,tr TUR,MF,Marseille,fr Ligue 1,19,2003,0,,,,,0,,0,0,,23,,,,,,,Matches
1025,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30,1992,5,113,23,3.3,1.3,1,90,1,4,6,4,3.00,2,2,0,0.00,-1.22,Matches
1026,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28,1994,25,1449,58,42.4,16.1,16,78,8,9,22,4,2.20,26,14,+12,+0.75,+0.56,Matches
1027,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,25,1996,32,2826,88,92.4,31.4,32,88,30,0,,0,1.22,48,52,-4,-0.13,-0.51,Matches
1028,Rodrigo Ely,br BRA,DF,Almería,es La Liga,28,1993,36,3155,88,92.3,35.1,36,88,33,0,,0,1.03,45,61,-16,-0.46,-0.46,Matches
1029,Mohamed Elyounoussi,no NOR,MF,Southampton,eng Premier League,27,1994,33,2168,66,63.4,24.1,27,75,9,6,23,4,0.73,23,45,-22,-0.91,+0.16,Matches
1030,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,30,1992,29,1472,51,43.0,16.4,18,68,1,11,22,5,1.14,23,27,-4,-0.24,+0.31,Matches
1031,Adri Embarba,es ESP,"FW,MF",Espanyol,es La Liga,30,1992,1,35,35,1.0,0.4,0,,0,1,35,0,1.00,2,1,+1,+2.57,+3.05,Matches
1032,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,25,1997,32,1859,58,54.4,20.7,19,80,11,13,26,0,1.72,39,32,+7,+0.34,+0.05,Matches
1033,Emerson,br BRA,"MF,DF",Tottenham Hotspur,eng Premier League,23,1999,26,1735,67,50.7,19.3,20,82,12,6,15,2,1.73,34,26,+8,+0.41,+0.47,Matches
1034,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25,1997,31,1661,54,48.6,18.5,17,76,6,14,26,6,1.42,26,22,+4,+0.22,+0.78,Matches
